timestamp,q10,q50,q90
2012-12-27 00:00:00,2.4,24.0,45.6
2012-12-27 01:00:00,0.0,9.0,19.6
2012-12-27 02:00:00,0.0,6.1,29.0
2012-12-27 03:00:00,0.0,5.5,15.8
2012-12-27 04:00:00,4.2,7.0,9.8
2012-12-27 05:00:00,14.3,28.0,41.7
2012-12-27 06:00:00,57.1,102.6,148.1
2012-12-27 07:00:00,152.6,306.7,460.8
2012-12-27 08:00:00,308.0,579.6,851.2
2012-12-27 09:00:00,182.1,288.1,394.1
2012-12-27 10:00:00,119.1,154.8,190.5
2012-12-27 11:00:00,133.0,186.0,239.0
2012-12-27 12:00:00,172.5,228.0,283.5
2012-12-27 13:00:00,202.0,249.1,296.2
2012-12-27 14:00:00,183.5,227.7,271.8
2012-12-27 15:00:00,215.5,254.8,294.1
2012-12-27 16:00:00,241.2,348.8,456.3
2012-12-27 17:00:00,395.9,528.8,661.7
2012-12-27 18:00:00,332.3,470.2,608.1
2012-12-27 19:00:00,124.1,300.2,476.4
2012-12-27 20:00:00,160.4,226.0,291.6
2012-12-27 21:00:00,103.7,165.0,226.3
2012-12-27 22:00:00,37.6,100.4,163.3
2012-12-27 23:00:00,46.7,86.6,126.4
2012-12-28 00:00:00,15.7,31.8,47.8
2012-12-28 01:00:00,9.2,17.1,25.0
2012-12-28 02:00:00,0.0,6.1,29.9
2012-12-28 03:00:00,0.0,5.5,16.2
2012-12-28 04:00:00,4.1,7.0,9.9
2012-12-28 05:00:00,13.8,28.0,42.2
2012-12-28 06:00:00,55.4,102.6,149.8
2012-12-28 07:00:00,146.9,306.7,466.5
2012-12-28 08:00:00,298.1,579.6,861.1
2012-12-28 09:00:00,178.2,288.1,398.0
2012-12-28 10:00:00,117.8,154.8,191.8
2012-12-28 11:00:00,131.0,186.0,241.0
2012-12-28 12:00:00,170.5,228.0,285.5
2012-12-28 13:00:00,200.3,249.1,297.9
2012-12-28 14:00:00,181.9,227.7,273.4
2012-12-28 15:00:00,214.0,254.8,295.5
2012-12-28 16:00:00,237.3,348.8,460.2
2012-12-28 17:00:00,391.6,528.8,665.9
2012-12-28 18:00:00,327.4,470.2,613.1
2012-12-28 19:00:00,117.7,300.2,482.7
2012-12-28 20:00:00,158.1,226.0,293.9
2012-12-28 21:00:00,101.5,165.0,228.5
2012-12-28 22:00:00,35.3,100.4,165.5
2012-12-28 23:00:00,45.3,86.6,127.8
2012-12-29 00:00:00,2.0,65.5,129.0
2012-12-29 01:00:00,1.8,50.0,98.2
2012-12-29 02:00:00,0.0,49.2,100.0
2012-12-29 03:00:00,0.0,19.2,40.7
2012-12-29 04:00:00,3.5,6.5,9.5
2012-12-29 05:00:00,0.0,5.8,18.1
2012-12-29 06:00:00,0.0,9.8,50.4
2012-12-29 07:00:00,8.3,28.5,48.7
2012-12-29 08:00:00,10.3,71.0,131.7
2012-12-29 09:00:00,17.8,124.5,231.2
2012-12-29 10:00:00,0.0,62.5,258.6
2012-12-29 11:00:00,0.0,84.3,329.5
2012-12-29 12:00:00,0.0,102.3,429.3
2012-12-29 13:00:00,0.0,97.5,397.7
2012-12-29 14:00:00,78.5,268.0,457.5
2012-12-29 15:00:00,41.2,268.8,496.3
2012-12-29 16:00:00,76.7,287.5,498.3
2012-12-29 17:00:00,46.8,195.0,343.2
2012-12-29 18:00:00,16.2,149.0,281.8
2012-12-29 19:00:00,0.0,121.0,264.1
2012-12-29 20:00:00,3.8,109.0,214.2
2012-12-29 21:00:00,0.0,96.2,195.5
2012-12-29 22:00:00,6.8,85.5,164.2
2012-12-29 23:00:00,0.0,54.2,121.2
2012-12-30 00:00:00,0.0,65.5,131.1
2012-12-30 01:00:00,0.1,50.0,99.9
2012-12-30 02:00:00,0.0,49.2,101.8
2012-12-30 03:00:00,0.0,19.2,41.5
2012-12-30 04:00:00,3.4,6.5,9.6
2012-12-30 05:00:00,0.0,5.8,18.5
2012-12-30 06:00:00,0.0,9.8,51.8
2012-12-30 07:00:00,7.6,28.5,49.4
2012-12-30 08:00:00,8.2,71.0,133.8
2012-12-30 09:00:00,14.2,124.5,234.8
2012-12-30 10:00:00,40.4,185.2,330.1
2012-12-30 11:00:00,68.6,249.8,430.9
2012-12-30 12:00:00,61.5,303.0,544.5
2012-12-30 13:00:00,67.3,289.0,510.7
2012-12-30 14:00:00,72.1,268.0,463.9
2012-12-30 15:00:00,33.6,268.8,503.9
2012-12-30 16:00:00,69.6,287.5,505.4
2012-12-30 17:00:00,41.8,195.0,348.2
2012-12-30 18:00:00,11.7,149.0,286.3
2012-12-30 19:00:00,0.0,121.0,268.9
2012-12-30 20:00:00,0.3,109.0,217.7
2012-12-30 21:00:00,0.0,96.2,198.9
2012-12-30 22:00:00,4.2,85.5,166.8
2012-12-30 23:00:00,0.0,54.2,123.4
2012-12-31 00:00:00,14.0,31.8,49.5
2012-12-31 01:00:00,8.4,17.1,25.8
2012-12-31 02:00:00,0.0,6.1,32.4
2012-12-31 03:00:00,0.0,5.5,17.3
2012-12-31 04:00:00,3.8,7.0,10.2
2012-12-31 05:00:00,12.3,28.0,43.7
2012-12-31 06:00:00,50.4,102.6,154.8
2012-12-31 07:00:00,130.0,306.7,483.4
2012-12-31 08:00:00,268.3,579.6,890.9
2012-12-31 09:00:00,166.6,288.1,409.6
2012-12-31 10:00:00,113.9,154.8,195.7
2012-12-31 11:00:00,125.2,186.0,246.8
2012-12-31 12:00:00,164.4,228.0,291.6
2012-12-31 13:00:00,195.2,249.1,303.1
2012-12-31 14:00:00,177.1,227.7,278.2
2012-12-31 15:00:00,209.8,254.8,299.8
2012-12-31 16:00:00,225.6,348.8,471.9
2012-12-31 17:00:00,376.7,528.8,680.8
2012-12-31 18:00:00,303.5,470.2,637.0
2012-12-31 19:00:00,98.6,300.2,501.8
2012-12-31 20:00:00,149.2,226.0,302.8
2012-12-31 21:00:00,93.7,165.0,236.3
2012-12-31 22:00:00,28.4,100.4,172.5
2012-12-31 23:00:00,41.0,86.6,132.2
